age,numpurch,totdol,female,res,adB
37,3,260,1,0,1
44,2,68,0,0,1
31,2,55,0,0,0
45,2,59,1,0,0
44,1,76,1,0,1
41,2,61,1,0,0
35,1,439,0,0,1
33,3,836,0,0,1
44,1,76,0,0,1
33,1,302,0,0,1
34,1,110,1,0,1
42,3,61,0,0,0
35,2,55,1,0,1
34,5,1350,1,1,1
44,1,62,0,0,1
34,1,187,1,0,1
37,1,71,1,0,0
42,2,58,0,0,0
40,1,52,0,0,1
40,2,74,1,0,1
45,2,68,1,0,1
45,1,62,0,0,0
37,2,158,0,0,0
36,3,1254,1,1,1
33,1,59,1,0,1
39,1,61,0,0,0
41,2,54,1,0,0
32,2,257,0,0,0
34,1,116,1,0,0
42,1,103,0,0,0
35,2,317,1,0,0
33,1,302,1,0,0
62,1,281,0,0,1
43,1,61,0,0,1
40,1,56,0,0,0
41,2,268,0,0,1
37,2,77,1,1,0
40,6,2638,0,1,0
38,2,465,0,0,0
35,1,73,1,0,0
35,2,51,1,0,0
33,2,100,0,0,1
35,2,488,1,1,1
35,1,436,0,0,1
42,3,183,1,0,0
32,2,257,1,0,1
41,2,60,1,0,0
42,1,58,0,0,0
42,3,61,0,0,0
41,1,59,0,0,1
35,1,56,1,0,0
36,1,72,0,0,1
46,1,51,1,0,0
40,1,251,1,0,1
37,1,70,1,0,0
38,1,139,0,0,0
43,1,76,1,1,0
37,1,62,0,0,1
38,1,55,0,1,1
32,2,68,0,0,0
42,2,52,0,1,0
41,1,90,1,0,0
39,1,388,1,0,1
37,7,3999,0,1,0
37,1,66,1,0,1
41,1,54,0,0,0
40,1,80,1,1,1
38,2,363,0,0,0
34,2,62,1,0,1
34,1,83,0,0,1
32,2,68,0,0,1
37,2,176,1,0,1
37,3,841,0,0,1
40,2,57,1,0,1
32,1,205,0,0,1
35,2,274,0,1,1
36,1,290,0,0,1
38,2,105,0,1,1
43,1,59,1,0,0
36,2,71,1,0,0
37,1,70,0,0,1
37,1,59,1,0,1
42,2,499,1,0,1
39,2,84,0,0,1
40,2,622,0,0,1
37,2,76,0,0,1
37,2,627,0,1,0
32,1,58,1,0,1
41,1,180,1,0,0
43,1,65,1,0,1
40,1,90,0,0,1
39,1,51,1,0,1
35,1,83,1,0,1
38,1,286,1,1,0
35,1,59,1,0,0
42,1,84,0,0,1
39,1,60,0,0,1
34,4,2060,0,1,0
44,1,62,0,0,1
43,2,58,1,0,1
44,2,88,1,0,1
44,2,584,0,0,1
42,2,229,1,1,0
33,1,95,1,0,0
36,3,654,1,0,0
42,1,56,0,0,0
33,1,58,1,0,1
39,2,539,0,0,0
47,1,55,0,0,1
37,1,238,0,0,0
35,1,57,1,0,1
37,1,52,0,0,1
37,2,55,0,0,1
41,2,59,1,0,1
44,1,64,1,0,1
36,2,71,1,0,1
34,1,185,1,0,0
40,2,55,0,0,1
32,2,56,1,0,1
33,1,57,0,0,1
35,3,1420,1,0,1
36,1,67,0,0,0
36,4,57,0,1,1
37,1,108,1,0,0
46,2,55,0,0,1
37,3,907,0,0,1
45,2,127,1,0,1
42,2,65,0,0,1
35,1,51,1,0,1
44,2,87,1,0,0
43,1,105,0,0,1
39,2,51,0,0,0
40,1,251,0,0,0
40,2,1173,1,0,1
35,1,946,1,0,1
33,2,54,0,0,1
37,5,2101,1,0,1
41,2,251,1,0,1
37,1,51,0,0,1
36,2,57,1,0,1
38,1,59,1,0,1
41,3,292,1,0,0
33,2,95,0,0,1
35,1,57,0,0,1
36,2,79,0,0,0
38,1,68,1,0,1
30,1,54,1,0,0
34,2,214,0,0,1
29,2,73,0,0,1
35,1,409,0,1,1
39,4,1403,0,1,0
39,2,54,0,0,0
40,1,51,0,0,1
37,2,69,1,0,0
33,1,83,0,0,1
37,3,80,0,0,1
37,2,1245,0,0,0
37,1,79,1,0,1
38,1,68,1,0,0
38,1,73,1,0,0
32,1,52,1,0,1
36,1,85,0,0,1
44,1,62,1,0,0
49,6,3165,1,1,0
39,2,1064,0,1,1
38,1,139,1,0,1
41,2,175,1,0,1
42,2,58,0,0,1
42,1,51,0,0,0
41,4,1185,0,0,1
34,2,58,0,0,1
38,1,98,0,0,1
37,1,125,1,0,0
37,6,2620,0,1,0
46,1,54,1,1,0
41,1,66,1,0,1
43,2,76,0,0,1
33,1,68,1,0,0
31,1,52,0,1,1
37,1,58,0,0,1
35,1,53,1,0,0
29,1,56,1,0,1
37,2,341,0,0,1
38,1,215,0,0,1
33,1,233,0,0,1
40,2,167,0,0,0
42,2,234,1,0,1
33,3,668,0,0,1
43,1,51,0,0,1
40,2,622,1,0,1
35,2,389,0,0,1
39,1,57,0,0,0
37,5,1764,1,1,0
32,2,118,0,0,0
40,2,57,0,0,0
37,2,53,1,0,1
39,1,69,0,0,0
37,2,355,0,0,1
38,1,86,0,0,0
40,1,68,1,0,0
35,1,144,1,0,0
43,1,65,1,0,0
34,1,56,0,0,1
43,6,2314,0,1,0
38,1,58,1,0,0
38,1,71,0,1,0
32,2,56,0,0,1
42,2,62,0,0,1
38,2,63,1,0,0
34,2,551,0,0,0
38,2,50,0,0,0
41,5,1719,1,1,0
41,2,61,0,0,1
35,2,389,0,0,0
41,1,54,1,0,1
35,1,51,1,0,1
41,1,59,1,0,0
37,1,77,0,0,1
41,2,59,1,0,1
41,2,905,0,0,1
29,2,100,0,0,1
34,8,7076,0,1,0
42,1,58,1,0,1
37,1,117,1,0,1
37,1,53,0,0,1
41,1,125,0,0,0
30,1,55,0,0,0
42,2,708,1,1,1
37,2,76,0,0,0
38,2,379,1,1,0
46,1,65,1,0,0
38,2,76,1,0,1
35,1,246,1,0,1
41,2,647,0,0,1
36,5,1653,0,0,0
37,2,172,0,0,0
38,1,51,1,0,1
37,1,238,1,1,0
34,1,83,1,0,0
38,1,58,1,0,0
29,2,118,1,0,1
38,1,268,0,1,1
43,2,50,0,0,1
37,3,64,1,0,1
36,1,313,1,1,1
41,2,69,0,0,0
34,1,185,1,0,1
42,2,57,0,0,0
38,1,64,1,0,1
33,1,57,1,0,1
39,2,63,1,0,0
36,3,549,1,0,0
33,3,836,0,0,1
37,2,69,1,0,0
32,1,55,0,1,0
37,2,627,1,0,1
40,1,60,1,0,0
38,1,52,1,0,1
41,1,101,0,1,1
37,3,841,0,0,0
33,2,56,0,0,1
48,1,92,0,0,1
37,1,53,1,0,1
37,2,627,1,0,1
43,1,51,1,0,1
30,2,162,1,0,0
31,1,56,1,0,1
41,1,53,0,0,1
38,3,328,0,0,0
45,2,59,1,0,1
35,1,72,1,0,0
35,1,51,0,0,0
38,4,1210,0,0,0
44,1,71,0,0,0
33,1,67,0,0,1
40,2,67,1,0,1
36,5,1653,1,0,1
33,1,54,1,0,0
36,3,1254,0,1,1
43,1,65,0,0,0
47,8,3772,1,1,0
37,2,53,0,0,1
33,2,128,0,0,1
41,2,257,0,0,1
35,3,1420,0,1,1
36,2,57,1,0,0
36,1,313,0,0,0
41,1,89,0,0,1
30,1,73,0,0,1
45,2,68,0,0,0
38,2,53,0,0,1
32,1,59,0,0,0
40,5,1950,1,0,0
38,2,54,0,0,0
33,1,213,1,0,0
37,1,64,1,1,1
32,3,56,0,0,0
40,2,74,0,0,0
37,7,3999,1,1,0
35,1,246,0,0,0
40,1,68,0,0,0
32,2,97,1,0,1
37,1,203,1,0,0
35,1,54,1,0,1
34,2,156,0,0,1
35,1,62,0,1,0
33,2,254,1,0,0
37,5,2101,1,1,0
37,2,77,0,0,1
40,3,65,1,0,1
40,1,140,1,0,1
38,2,53,1,0,1
40,2,81,1,0,1
46,1,58,0,0,1
38,1,98,1,0,1
40,2,55,0,0,1
37,1,72,0,0,1
35,1,51,1,0,1
39,2,1235,1,0,1
39,1,50,1,0,0
35,2,53,0,0,0
39,1,50,0,0,0
44,1,60,1,0,1
36,2,277,0,0,0
44,2,88,1,0,0
41,5,1719,1,1,0
38,1,61,0,0,1
36,3,68,1,0,0
42,2,57,1,0,0
42,1,141,0,0,0
37,2,939,0,0,1
37,1,64,1,0,0
39,1,247,0,0,1
37,1,69,0,0,0
50,1,111,0,0,1
34,1,63,0,0,1
39,2,698,0,0,1
37,1,58,1,0,1
42,2,79,1,0,0
35,1,70,1,0,1
39,1,212,1,0,1
37,2,419,0,0,1
40,1,58,1,0,0
31,2,54,1,0,1
39,2,58,1,0,0
35,1,436,0,0,1
23,1,68,1,0,1
22,1,58,1,0,0
44,1,76,0,0,0
33,1,118,0,0,1
35,2,99,0,1,0
42,7,2736,0,0,1
40,3,54,0,1,0
39,5,2050,0,0,1
35,1,68,1,0,0
38,2,141,1,0,1
37,1,79,1,0,1
40,1,205,1,0,1
33,2,254,1,0,1
38,1,51,0,0,1
35,2,68,0,0,1
34,1,56,1,0,0
40,2,69,1,0,0
32,2,118,1,0,1
37,5,2101,0,1,1
37,3,173,1,0,1
36,2,335,1,0,0
42,1,61,1,0,0
43,2,176,0,0,1
34,5,1346,1,1,1
37,1,52,0,0,1
38,1,73,0,0,0
40,2,1173,0,1,0
34,1,65,1,0,1
42,2,474,1,0,0
43,2,83,0,0,0
39,1,57,1,0,0
37,3,112,0,0,0
39,2,134,0,0,1
43,3,746,0,0,0
37,1,64,1,0,0
37,4,592,1,0,1
36,1,111,0,0,0
52,7,3477,0,1,1
37,2,104,0,0,1
46,1,51,1,0,0
36,1,52,1,0,1
39,1,83,0,0,1
41,3,831,1,1,1
34,1,55,1,0,1
42,2,52,0,0,0
39,2,1064,0,0,0
40,2,67,1,0,1
39,1,50,0,0,1
38,1,54,0,0,0
30,2,162,1,0,0
38,1,89,0,0,1
35,1,56,1,0,1
42,1,56,0,0,0
34,2,231,1,0,1
40,1,564,0,0,1
34,1,74,1,0,1
39,3,840,1,0,1
33,2,56,0,0,0
34,1,61,0,0,1
34,1,54,0,1,1
35,1,57,0,1,1
41,1,66,0,1,1
37,1,235,0,1,1
36,2,59,1,0,1
33,1,51,0,0,1
43,1,105,1,0,0
39,2,92,0,0,1
45,3,1126,1,0,0
38,2,54,0,0,1
37,2,129,0,0,0
32,1,52,1,0,1
39,2,192,0,0,1
39,1,53,0,0,1
34,2,231,0,0,0
34,2,105,0,0,0
34,1,57,1,0,1
37,2,939,0,0,0
34,1,59,0,0,1
28,1,79,0,0,0
34,2,214,0,0,0
34,2,63,0,0,1
41,1,178,1,0,0
32,1,164,1,0,0
40,2,69,0,0,0
36,1,67,1,0,1
39,2,139,0,0,1
37,2,459,1,0,1
32,1,59,1,0,1
33,2,100,1,1,0
37,1,96,0,0,0
42,2,158,1,0,1
38,1,52,0,0,1
35,2,65,0,0,1
30,6,2162,0,1,1
42,1,84,1,0,0
39,2,335,1,0,0
38,4,1210,0,0,0
39,2,383,0,0,1
38,2,66,1,0,1
39,2,441,1,0,1
35,1,225,0,1,1
35,1,60,1,0,1
38,2,359,0,0,0
30,2,128,1,0,1
41,2,59,1,0,0
29,1,54,0,0,0
36,1,326,0,1,1
32,2,118,1,0,1
31,1,80,1,0,1
34,1,181,1,0,0
40,2,55,1,0,1
36,4,57,0,0,1
40,1,55,1,0,1
36,1,52,0,0,1
41,1,57,0,0,0
39,1,50,1,0,0
40,1,62,1,0,1
37,5,1221,1,0,1
42,2,155,1,0,1
28,4,561,1,0,0
36,1,77,0,0,0
36,2,497,0,0,0
42,2,55,1,0,0
38,1,55,0,0,0
38,1,52,0,0,1
39,1,55,1,0,0
34,1,715,1,0,0
37,1,108,1,0,1
34,2,105,1,0,1
42,1,59,0,0,0
41,4,783,0,1,0
34,2,51,1,0,1
33,1,58,1,0,1
38,2,76,0,0,1
43,1,52,1,0,0
38,2,163,0,0,1
41,2,679,0,0,0
34,2,57,0,0,0
33,2,56,0,0,0
32,1,187,1,0,0
45,3,1126,1,0,0
32,2,68,0,0,0
41,1,61,0,0,1
41,1,66,0,0,1
35,2,317,0,0,0
45,2,71,0,0,0
37,3,647,1,0,0
24,1,56,0,0,1
40,2,67,0,0,1
38,1,52,1,0,1
32,1,67,0,0,0
39,1,57,0,0,1
36,1,373,0,1,1
39,2,62,0,0,1
44,1,76,1,0,1
37,1,57,1,0,0
42,2,64,0,0,1
32,1,91,1,0,1
35,3,547,0,0,1
37,1,72,0,0,0
37,1,69,0,0,1
38,1,55,0,0,1
31,2,55,0,0,0
45,1,326,0,0,0
42,1,51,1,0,0
41,1,59,1,0,1
32,1,78,0,0,0
36,1,51,0,0,0
39,3,840,1,1,0
40,1,77,0,0,1
39,5,2050,0,0,1
36,1,54,0,0,0
35,2,760,0,0,0
39,2,87,0,1,0
36,3,1254,0,1,1
42,2,55,0,0,1
46,1,58,1,0,1
38,1,202,0,0,0
37,3,907,0,0,0
43,1,72,0,0,1
37,1,89,1,1,0
39,1,70,1,0,1
35,1,52,0,1,0
37,1,235,1,0,1
45,1,326,1,0,1
43,2,83,0,0,1
33,1,86,1,1,0
36,3,549,1,0,0
41,1,194,0,0,1
35,1,59,1,1,0
41,1,59,0,0,1
41,1,248,0,0,1
39,2,609,1,0,1
35,1,59,1,0,0
39,1,60,1,0,0
35,1,176,1,0,1
39,6,2402,0,1,1
30,5,2195,0,1,0
37,1,235,1,0,1
35,2,238,0,1,1
38,2,75,1,0,1
37,1,238,0,0,1
42,1,67,1,0,1
41,1,57,0,0,0
37,2,65,1,0,1
36,1,313,0,1,1
43,2,83,1,0,0
34,1,91,0,0,0
34,1,55,0,0,1
38,1,286,0,0,0
33,2,95,0,1,1
37,2,176,0,0,1
29,2,60,0,0,1
41,1,64,1,0,1
30,2,162,1,0,0
39,4,1403,0,1,1
42,7,2736,0,1,0
35,2,95,0,0,1
41,2,61,1,0,1
34,1,61,0,1,1
46,1,58,0,0,1
37,1,54,0,0,1
40,2,65,1,0,1
43,2,274,1,0,0
48,1,92,0,0,0
32,1,68,0,0,1
44,1,71,1,0,1
36,1,62,0,0,1
40,2,67,0,0,0
45,1,52,0,0,1
42,2,58,1,0,1
38,3,1089,0,0,1
39,1,127,1,0,0
39,1,52,0,0,0
48,2,60,0,0,1
30,2,71,1,0,0
36,2,277,1,0,1
34,1,59,0,0,0
37,1,58,1,0,0
37,1,59,0,0,0
34,1,56,1,0,0
39,1,95,0,0,1
30,2,162,1,0,0
33,1,52,0,0,0
38,1,70,0,0,0
39,1,277,0,0,0
39,2,62,1,0,1
34,1,83,0,0,1
35,2,317,0,0,0
37,1,195,1,0,0
25,1,627,0,1,1
35,1,53,0,0,0
31,1,57,0,0,1
35,1,68,0,0,1
39,1,261,1,0,1
42,1,116,1,0,1
39,1,53,0,0,0
40,1,80,0,0,0
37,1,53,1,0,1
34,2,53,0,0,0
36,2,54,1,0,1
47,12,8430,0,1,0
29,1,53,1,0,0
38,2,408,0,0,0
32,1,217,0,0,0
34,1,60,0,0,1
41,1,201,1,0,1
44,1,56,0,0,1
37,1,89,1,0,1
31,2,61,1,0,1
40,2,1173,0,0,0
34,3,56,1,0,1
38,1,61,1,0,0
32,1,205,1,0,1
39,2,87,0,0,1
34,1,58,0,1,1
41,2,59,0,0,1
41,1,72,1,0,0
42,2,57,0,0,0
49,1,331,0,0,0
44,1,56,0,0,1
44,1,57,0,0,1
41,2,57,1,0,1
31,2,1238,0,0,1
33,2,66,0,0,1
41,3,753,1,0,1
29,1,80,1,0,0
34,1,55,0,1,1
42,2,57,0,1,1
43,1,105,0,0,0
40,1,51,1,0,1
36,1,64,1,0,0
40,2,87,0,0,1
38,3,328,1,0,0
44,1,62,1,0,1
37,1,70,0,0,1
40,2,124,0,0,0
38,1,51,1,0,1
42,1,67,1,1,0
40,1,52,0,0,0
36,2,64,0,1,1
38,1,68,1,0,1
42,2,65,0,0,1
30,2,77,0,0,1
35,2,497,0,0,0
33,2,100,0,0,1
40,1,77,1,0,1
45,1,64,1,0,0
33,3,836,0,1,0
37,1,78,1,0,0
41,2,62,0,1,0
41,1,82,0,0,1
38,1,75,0,0,0
33,1,57,0,0,1
44,1,84,1,0,0
36,2,497,0,0,1
35,1,205,1,0,1
35,2,60,1,0,0
28,1,127,0,0,0
32,1,58,1,0,0
43,3,1589,1,0,1
38,5,1019,1,0,0
37,2,104,1,0,0
38,1,187,1,0,1
43,1,105,1,0,0
42,1,55,1,0,1
42,2,58,1,0,0
44,2,88,1,0,0
37,1,53,1,0,0
38,2,121,1,0,0
35,1,52,0,0,0
30,1,52,0,0,0
33,1,83,1,0,0
42,8,5988,0,1,1
39,1,247,1,1,1
36,1,67,1,0,0
35,3,1420,1,0,0
33,2,55,0,0,0
37,1,70,1,1,0
34,3,64,0,0,0
41,2,62,0,0,0
43,6,2314,0,0,0
43,1,61,1,0,1
38,2,84,0,0,1
43,1,58,0,0,0
36,2,53,1,0,0
36,1,64,0,0,0
34,2,58,0,0,1
37,2,80,1,0,1
38,2,151,0,0,0
33,1,147,0,0,1
31,2,248,0,0,1
30,2,71,1,0,0
40,1,71,1,0,1
35,1,73,0,0,0
42,3,558,0,0,1
40,1,90,1,0,0
45,2,64,0,1,1
43,2,166,1,1,1
46,1,54,0,0,1
41,1,66,0,0,1
38,2,141,0,0,1
35,2,66,0,0,1
37,1,63,0,0,0
41,2,51,1,0,1
32,1,59,1,0,1
33,2,359,1,0,0
36,1,90,1,0,1
37,1,80,0,0,0
41,1,132,0,0,0
33,1,51,1,0,0
39,1,53,0,0,1
39,2,192,1,0,0
38,1,54,0,0,1
42,2,58,1,0,0
42,1,58,1,0,1
36,1,58,1,0,1
32,1,50,0,0,1
39,2,92,0,0,1
37,1,53,0,0,0
38,1,65,0,0,1
33,1,55,1,0,0
37,2,1245,1,0,1
41,1,248,0,0,0
45,2,59,0,0,0
32,1,58,0,1,1
37,2,55,1,0,1
38,2,56,0,1,0
38,1,57,1,0,1
35,1,165,1,0,1
43,2,76,1,0,0
37,1,78,0,0,1
40,2,72,1,0,1
40,3,65,0,0,0
36,2,277,0,0,1
42,1,112,1,0,0
37,1,62,0,0,0
38,4,1478,1,0,1
36,1,54,1,0,1
41,3,753,0,1,1
46,1,58,0,1,1
39,2,63,1,0,0
38,1,60,1,0,0
39,1,51,0,0,1
35,1,56,0,0,1
39,2,63,0,1,1
38,2,359,0,0,1
41,1,263,1,1,1
42,3,558,1,0,0
32,1,164,1,0,0
46,1,54,0,1,1
31,4,247,1,0,1
36,3,68,1,0,1
40,5,1950,1,1,1
36,2,79,0,0,0
36,1,53,1,0,1
36,2,54,1,0,1
44,2,73,0,1,1
35,1,52,0,0,1
39,1,66,0,0,0
43,3,746,1,0,1
43,2,52,0,0,1
37,2,110,0,0,1
35,2,760,1,1,0
38,1,60,1,0,0
40,1,51,0,1,1
41,1,194,1,0,0
35,1,58,1,0,1
40,1,71,0,0,1
39,1,79,0,0,1
37,1,70,1,0,0
41,2,73,1,1,0
34,1,56,0,0,0
35,2,486,0,0,0
33,2,128,0,0,0
40,4,956,0,0,0
35,2,58,1,0,1
30,1,73,0,0,1
37,3,63,1,0,1
33,2,75,0,1,1
35,2,63,0,0,1
45,2,71,1,0,0
25,1,627,0,0,0
34,1,75,0,1,0
42,1,116,0,1,1
45,2,71,0,1,1
38,1,52,1,0,1
35,1,53,0,0,0
34,1,222,0,0,1
37,1,61,0,0,0
34,2,62,0,0,1
34,1,97,1,0,0
34,1,222,0,0,1
45,2,64,1,0,1
47,12,8430,0,1,0
35,1,125,1,0,1
42,2,511,1,0,1
32,1,164,0,0,0
40,2,101,0,0,0
35,1,246,0,0,1
42,2,229,1,1,1
36,1,51,0,0,1
35,2,63,1,0,1
41,2,118,0,0,0
37,1,64,1,0,0
41,1,57,0,0,1
33,1,53,0,0,1
34,1,53,0,0,0
38,1,75,0,0,1
33,1,98,0,0,0
40,1,58,0,0,0
34,1,58,1,0,0
36,1,55,0,0,0
32,2,61,0,0,1
40,1,61,1,0,1
41,1,87,1,0,0
45,2,109,0,1,1
35,2,760,1,0,1
43,3,210,0,0,0
33,1,52,0,0,0
40,2,72,0,1,1
31,1,52,1,0,1
31,1,80,1,0,1
38,2,54,1,0,1
38,1,139,0,0,0
40,4,956,0,1,1
62,1,281,1,1,0
36,2,64,1,1,0
34,2,493,0,0,0
33,1,75,0,0,0
40,1,205,1,0,1
32,1,78,1,0,1
37,2,151,0,0,1
38,3,1089,1,0,1
39,1,53,1,0,1
33,1,74,0,0,0
36,1,111,0,0,1
37,1,80,0,0,0
39,2,576,0,0,1
43,1,58,0,0,1
37,2,51,1,0,0
42,1,80,0,0,1
39,2,383,1,0,0
32,8,8763,0,1,1
41,1,61,0,0,0
41,2,81,1,0,0
37,1,72,0,1,1
35,1,246,1,0,1
31,1,57,0,0,1
44,2,87,1,0,0
41,2,95,0,0,1
41,1,95,0,0,1
34,1,58,1,0,0
42,1,80,0,0,1
36,3,1254,0,0,1
43,2,58,1,0,0
45,2,71,0,1,1
34,2,51,0,0,0
43,1,51,1,0,0
36,1,67,0,0,1
41,1,180,1,1,0
36,1,53,1,0,1
40,2,100,1,0,1
36,1,51,0,0,0
49,1,71,1,0,0
38,4,1478,0,0,0
34,1,71,1,0,1
28,2,78,1,0,0
40,2,288,0,0,0
32,1,217,0,0,0
42,2,155,1,0,1
33,1,118,1,0,1
39,2,51,0,0,1
34,2,60,0,0,1
40,2,101,1,0,1
37,2,104,1,0,1
40,6,2638,1,1,0
34,3,56,0,0,0
29,2,100,0,0,1
41,1,90,0,0,0
38,1,60,1,0,1
35,1,72,1,0,0
36,1,55,1,0,0
36,1,53,0,0,0
37,1,62,0,0,1
43,2,52,0,0,0
35,2,51,1,0,1
31,1,56,1,0,0
36,1,60,0,0,1
35,1,436,1,1,1
40,1,52,0,0,0
35,2,199,1,1,1
33,2,56,1,0,1
45,2,59,0,0,1
42,1,52,1,0,0
33,1,57,1,0,0
33,2,56,0,0,1
42,2,58,0,0,0
43,1,72,0,0,0
30,1,251,1,0,0
42,1,63,0,0,1
31,1,54,1,1,1
44,1,62,0,0,0
38,1,129,0,0,0
43,1,52,0,0,0
40,1,90,1,0,1
29,1,57,1,0,0
41,1,55,0,0,0
33,2,128,0,0,1
39,1,51,1,1,0
39,1,57,0,0,1
39,3,454,0,0,0
44,2,58,1,1,1
32,6,1941,1,1,1
34,3,546,1,0,1
39,1,247,0,0,1
43,3,73,0,0,1
38,2,152,1,0,0
38,1,98,1,0,1
34,1,110,0,0,1
33,1,74,1,0,1
38,1,86,1,0,0
37,2,459,0,0,0
35,1,70,1,0,1
39,1,57,1,1,0
37,2,65,1,0,1
37,3,647,0,0,0
35,2,68,1,0,1
40,1,51,1,0,0
38,2,77,1,0,1
36,3,533,1,0,1
42,2,236,0,0,1
42,7,2736,0,0,0
34,1,55,0,0,0
36,1,67,0,0,0
39,2,1235,1,0,0
31,2,437,0,0,0
33,2,125,0,0,0
36,2,54,1,0,0
32,1,55,1,0,0
30,6,2162,1,0,1
33,1,250,0,0,1
40,1,68,1,0,1
42,1,103,1,0,1
34,1,185,1,0,1
36,1,55,1,0,1
43,2,274,1,0,0
36,1,290,0,0,1
29,1,52,1,0,1
32,1,75,0,0,0
37,2,110,0,0,0
35,1,68,0,0,1
32,1,68,1,0,0
39,3,67,1,0,1
34,2,57,0,0,0
49,6,2076,0,1,0
41,1,59,0,0,1
40,1,76,1,0,1
38,1,73,0,0,1
42,3,1206,0,0,0
41,2,57,1,0,0
42,3,1206,1,0,1
44,2,768,1,0,1
40,1,130,0,0,0
42,1,91,0,0,1
33,2,359,1,0,1
38,7,3046,1,1,0
36,1,53,1,0,1
39,2,134,1,0,1
43,1,105,0,1,0
44,2,55,1,0,0
34,1,55,1,0,0
39,1,247,0,0,1
39,2,73,0,1,1
38,2,66,0,0,0
35,2,274,0,0,0
34,2,62,0,1,0
43,1,53,0,1,1
39,1,122,1,0,1
46,1,51,1,0,0
44,15,6218,0,1,1
38,1,53,0,0,1
37,1,69,1,0,0
38,1,55,0,0,0
29,4,1607,0,0,0
36,3,234,1,0,1
41,3,292,0,0,1
37,2,112,1,0,1
43,1,56,0,0,0
43,1,52,1,1,0
39,2,55,1,1,0
35,1,57,1,0,1
37,2,65,1,0,0
37,1,81,1,0,0
42,2,229,1,1,0
34,1,60,0,0,1
44,6,2297,1,1,0
39,6,1970,0,1,1
34,1,181,0,0,1
41,1,71,1,0,1
34,3,64,0,0,0
37,1,58,0,0,1
39,1,388,1,0,1
35,1,157,0,0,1
36,2,53,1,0,0
40,2,421,1,0,0
37,1,71,0,0,1
38,7,3046,1,1,1
37,2,341,0,0,0
41,2,78,1,0,1
39,1,70,1,1,0
33,1,213,1,0,1
48,2,60,0,0,0
36,1,51,0,0,1
33,2,55,1,0,1
34,2,147,1,0,1
43,2,274,1,0,1
43,2,568,0,1,1
30,1,59,0,0,0
41,3,831,0,0,0
44,1,61,0,0,0
38,2,56,1,0,0
37,1,62,1,0,0
36,2,76,1,0,1
43,1,61,1,0,1
42,2,65,0,0,0
39,4,1403,1,0,0
37,2,65,1,0,0
45,3,1126,1,0,1
42,2,52,0,0,1
41,3,831,0,0,0
34,1,71,0,0,1
28,1,127,0,0,1
39,2,52,1,0,0
36,1,129,1,0,1
43,2,176,0,0,0
42,2,236,1,0,1
37,3,63,1,0,1
38,2,408,0,0,1
41,2,61,1,0,0
42,3,61,1,0,0
37,1,554,0,1,0
34,1,63,1,0,0
40,4,956,1,0,1
33,1,57,1,0,1
41,1,101,0,0,1
40,4,302,0,0,1
44,1,62,0,0,0
39,1,122,1,0,1
38,1,73,1,0,1
34,1,56,1,0,0
37,1,52,0,0,1
36,2,52,0,0,0
34,2,221,0,0,0
40,1,77,1,0,0
40,3,54,0,0,1
40,1,164,0,1,0
39,1,70,1,0,1
38,2,54,1,0,1
37,1,54,1,0,1
29,1,149,0,0,1
37,1,60,0,0,1
29,1,54,0,0,1
35,1,246,0,1,1
39,2,60,0,0,0
36,2,52,0,0,0
43,1,84,1,0,0
40,1,65,1,0,1
39,2,87,0,1,1
38,1,123,0,0,0
43,1,104,0,0,0
35,1,66,0,0,0
39,2,1235,1,1,0
38,3,328,0,0,0
34,2,70,0,0,1
37,1,78,1,0,0
35,2,486,0,0,0
39,2,60,1,0,0
41,3,487,1,0,1
37,1,84,1,0,1
36,2,57,0,0,1
43,3,1589,1,1,0
37,2,129,0,0,1
41,1,57,0,0,0
37,2,69,0,0,1
39,1,51,1,0,0
42,6,3064,0,1,0
37,4,592,0,0,0
32,1,68,1,0,1
37,1,122,1,0,1
40,1,80,0,0,0
36,1,60,0,0,0
30,6,2162,1,0,1
62,1,281,1,0,1
39,2,192,0,0,0
41,1,58,0,0,1
36,1,53,0,0,0
35,1,52,1,0,1
41,2,257,0,1,1
37,1,81,1,0,0
37,1,72,1,0,0
36,1,56,1,0,1
40,2,261,1,0,0
36,3,549,0,1,0
35,1,205,0,0,1
41,2,51,1,0,1
39,1,67,0,0,1
37,2,1245,1,1,1
35,1,57,0,0,1
33,1,67,0,0,0
31,1,150,1,0,1
39,4,1403,1,0,0
38,2,201,1,0,0
32,1,68,1,0,0
41,1,90,0,0,1
36,1,55,0,0,1
44,1,210,0,0,0
37,1,80,0,0,0
35,4,1059,1,0,1
35,1,150,1,0,1
41,1,82,0,0,1
40,1,164,1,0,1
29,1,80,1,0,0
41,1,53,0,0,1
36,4,1057,1,0,0
33,2,128,0,0,1
38,1,89,0,0,1
41,3,1698,0,0,1
32,1,187,0,0,1
31,1,74,0,0,0
42,1,59,1,0,1
41,1,54,0,0,1
40,4,302,1,0,1
35,2,71,0,0,0
37,1,54,0,0,0
43,1,61,1,0,1
35,2,58,1,0,0
36,1,206,1,0,1
38,2,63,0,0,0
37,2,354,0,0,0
42,2,64,1,0,0
42,1,73,0,0,1
41,3,753,0,1,0
44,2,68,0,1,1
35,2,173,1,0,1
38,1,61,0,0,0
44,1,71,0,0,1
43,4,1088,1,1,0
35,1,205,0,0,1
39,2,539,1,0,1
37,3,173,1,0,1
