acctnum,offer,buyer,female,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,do_it,refernce,art,geog
256902,,,0,NY,11727,117,33,29,23,45,68,2,2,0,0,0,0,0,0
389379,,,1,NH,3051,30,67,5,125,135,260,11,4,3,2,0,0,2,0
182313,,,1,NJ,7307,73,23,15,28,301,329,2,1,0,0,0,0,1,0
139093,,,1,NJ,7869,78,7,1,24,154,178,2,1,1,0,0,0,0,0
311439,,,1,CT,6790,67,29,23,29,278,307,2,0,0,0,0,0,1,1
448199,,,1,PA,18940,189,13,13,15,71,86,1,0,0,0,0,0,0,1
421035,,,0,MA,2381,23,29,17,36,166,202,3,0,0,1,1,0,1,0
184307,,,1,PA,19120,191,35,1,71,152,223,6,3,0,0,0,0,2,1
298219,,,1,NJ,8012,80,11,11,15,42,57,1,1,0,0,0,0,0,0
286289,,,0,NY,11358,113,15,9,27,252,279,2,0,0,0,1,1,0,0
285927,,,0,NJ,8558,85,11,11,15,51,66,1,0,0,0,0,1,0,0
150744,,,0,PA,19014,190,21,13,46,175,221,4,1,1,0,0,0,0,2
217752,,,1,NY,11020,110,39,15,80,206,286,7,2,0,2,1,1,0,1
293570,,,1,NH,3773,37,13,9,29,275,304,2,0,0,1,0,0,0,1
355046,,,1,NJ,8820,88,7,3,29,289,318,2,0,0,0,0,0,0,2
295766,,,1,NJ,8805,88,11,3,28,265,293,2,0,0,0,0,1,1,0
252330,,,1,PA,17584,175,17,9,26,140,166,2,0,0,1,1,0,0,0
270331,,,1,NY,11435,114,85,15,150,222,372,12,0,0,2,2,2,2,4
347958,,,0,NY,11004,110,31,11,72,208,280,6,1,1,1,1,0,1,1
112452,,,1,NH,3053,30,15,15,15,66,81,1,0,0,0,0,0,0,1
492941,,,1,CT,6514,65,19,19,15,15,30,1,0,0,0,0,0,1,0
394087,,,0,NY,10706,107,21,1,107,175,282,9,1,0,1,3,1,2,1
212179,,,1,CT,6074,60,23,11,36,14,50,3,1,1,0,0,1,0,0
167807,,,1,MA,1930,19,55,21,111,175,286,10,3,2,1,1,0,1,2
267117,,,0,NY,10533,105,19,19,15,148,163,1,0,0,0,1,0,0,0
437529,,,1,PA,17023,170,17,13,26,25,51,2,0,0,0,2,0,0,0
139748,,,1,NJ,7030,70,29,27,29,62,91,2,0,0,1,0,0,0,1
150411,,,1,CT,6385,63,15,15,15,134,149,1,1,0,0,0,0,0,0
152295,,,1,PA,18954,189,35,15,42,228,270,4,2,1,1,0,0,0,0
131026,,,0,NY,11021,110,11,11,15,166,181,1,0,0,0,0,0,0,1
364527,,,0,RI,2879,28,13,3,39,140,179,3,0,0,1,0,0,0,2
270621,,,1,NY,14450,144,11,11,15,160,175,1,0,0,1,0,0,0,0
198133,,,1,PA,17601,176,3,3,15,269,284,1,1,0,0,0,0,0,0
288436,,,0,NY,11236,112,55,23,70,21,91,6,2,0,1,1,1,0,1
293219,,,1,RI,2842,28,43,3,92,303,395,8,1,0,3,2,0,1,1
253313,,,1,PA,19152,191,27,11,33,288,321,3,1,0,2,0,0,0,0
237430,,,0,NJ,8034,80,23,9,33,87,120,3,1,0,1,0,0,0,1
97751,,,1,NY,10011,100,19,19,15,154,169,1,0,0,1,0,0,0,0
207159,,,1,MA,1887,18,13,13,15,32,47,1,0,0,0,0,1,0,0
490729,,,0,NJ,8015,80,13,7,27,96,123,2,1,0,0,0,1,0,0
119201,,,1,NY,11218,112,39,11,58,26,84,5,1,0,2,0,1,1,0
204595,,,0,NY,10550,105,11,1,49,62,111,4,1,1,0,0,1,0,1
209181,,,1,NY,10021,100,19,15,25,278,303,2,1,0,1,0,0,0,0
336938,,,1,NY,10463,104,35,29,25,248,273,2,0,1,1,0,0,0,0
365872,,,1,NY,11553,115,49,33,97,134,231,8,0,1,1,3,0,1,2
231500,,,0,MD,20710,207,5,1,29,4,33,2,0,0,0,0,0,1,1
499572,,,0,NJ,7018,70,57,1,132,43,175,11,1,0,3,3,2,0,2
407470,,,1,MD,21014,210,15,9,29,218,247,2,0,0,0,0,0,0,2
162251,,,1,ME,4038,40,5,5,15,140,155,1,0,0,0,1,0,0,0
84693,,,1,NY,11757,117,31,23,26,41,67,2,0,0,1,1,0,0,0
247559,,,1,PA,19083,190,11,11,15,88,103,1,1,0,0,0,0,0,0
126062,,,0,NY,11030,110,59,27,63,325,388,6,3,0,1,2,0,0,0
283742,,,1,NY,10923,109,37,33,25,109,134,2,0,0,2,0,0,0,0
286526,,,0,NY,10011,100,29,9,63,211,274,6,3,0,1,2,0,0,0
367187,,,1,NY,11694,116,19,11,27,57,84,2,0,0,1,0,1,0,0
417101,,,1,NY,10502,105,1,1,15,232,247,1,0,1,0,0,0,0,0
309711,,,0,NJ,7004,70,33,13,108,252,360,10,4,0,2,2,0,1,1
491909,,,1,NY,11769,117,11,9,26,38,64,2,1,0,0,1,0,0,0
205190,,,1,PA,19401,194,63,15,104,35,139,9,2,1,2,0,1,2,1
209808,,,1,NY,10011,100,3,3,15,238,253,1,0,0,0,1,0,0,0
234618,,,1,NJ,7022,70,41,9,121,44,165,11,3,0,5,1,1,0,1
297065,,,0,AE,9831,98,15,9,28,17,45,2,1,0,0,0,0,1,0
437865,,,1,DE,19720,197,9,9,15,193,208,1,0,0,0,0,0,1,0
172191,,,1,NY,11720,117,17,13,29,299,328,2,1,0,0,0,0,0,1
361513,,,0,CT,6437,64,53,11,87,153,240,8,1,3,1,2,0,0,1
315861,,,1,MA,1077,10,15,15,15,48,63,1,0,0,1,0,0,0,0
193061,,,1,NJ,8723,87,39,9,100,236,336,9,3,1,2,0,0,2,1
94890,,,0,NY,11021,110,47,9,141,102,243,12,1,3,4,1,1,1,1
84644,,,0,MA,1945,19,73,5,142,140,282,12,1,2,2,0,1,3,3
440633,,,1,MD,20617,206,5,5,15,173,188,1,0,0,1,0,0,0,0
235474,,,1,NY,10021,100,17,11,29,270,299,2,0,0,0,0,1,0,1
495950,,,0,NY,12590,125,27,15,57,28,85,5,1,0,2,1,0,1,0
133737,,,1,PA,19355,193,45,3,100,245,345,9,2,1,3,0,1,0,2
314269,,,1,NJ,7016,70,15,15,15,290,305,1,0,1,0,0,0,0,0
188965,,,0,NJ,7480,74,15,15,15,104,119,1,0,0,0,0,0,0,1
123004,,,1,NY,10566,105,19,11,29,255,284,2,0,0,0,1,0,0,1
403457,,,1,NJ,7032,70,17,17,15,209,224,1,0,1,0,0,0,0,0
115725,,,1,NJ,8648,86,13,7,34,40,74,3,1,0,0,1,1,0,0
115688,,,0,NJ,7047,70,25,25,15,182,197,1,0,0,0,0,0,0,1
287519,,,1,NY,10032,100,45,11,127,86,213,11,2,0,5,0,2,1,1
65572,,,1,MA,2574,25,45,5,115,277,392,10,1,1,4,0,1,1,2
439176,,,1,MA,2146,21,21,9,65,293,358,6,2,1,2,0,0,1,0
364249,,,1,NY,12095,120,59,33,138,184,322,12,1,1,5,1,0,1,3
247681,,,1,CT,6902,69,3,1,29,65,94,2,0,0,1,0,0,0,1
262864,,,1,NJ,8820,88,19,19,15,78,93,1,1,0,0,0,0,0,0
323558,,,1,MA,1545,15,7,3,23,184,207,2,2,0,0,0,0,0,0
212851,,,1,NY,11101,111,11,11,15,41,56,1,0,0,0,0,0,0,1
220155,,,1,NY,10025,100,45,13,72,237,309,7,2,1,3,0,1,0,0
287420,,,1,NJ,7403,74,15,13,25,188,213,2,0,0,2,0,0,0,0
224487,,,1,PA,16601,166,3,3,15,141,156,1,0,0,0,1,0,0,0
276005,,,0,NY,11229,112,15,15,15,13,28,1,1,0,0,0,0,0,0
531125,,,1,MD,20817,208,7,5,29,65,94,2,0,1,0,0,0,0,1
291003,,,1,NJ,7417,74,13,5,28,195,223,2,0,0,1,0,0,1,0
305953,,,1,PA,18018,180,13,13,15,216,231,1,0,1,0,0,0,0,0
130192,,,1,CT,6470,64,81,33,130,245,375,11,2,1,3,0,1,0,4
203319,,,1,NY,11369,113,67,7,139,204,343,12,3,1,3,1,1,1,2
138736,,,1,MA,1742,17,31,29,29,146,175,2,0,1,0,0,0,0,1
293174,,,1,RI,2865,28,33,3,101,302,403,9,2,1,2,1,2,0,1
164335,,,1,NJ,8003,80,17,9,28,161,189,2,0,0,1,0,0,1,0
167064,,,1,PA,19401,194,23,15,29,95,124,2,0,0,0,1,0,0,1
212625,,,1,MA,1880,18,3,1,27,118,145,2,0,1,0,0,1,0,0
310598,,,1,NJ,7762,77,45,27,65,62,127,6,3,0,1,0,2,0,0
298506,,,1,PA,19380,193,5,3,26,146,172,2,0,0,1,1,0,0,0
151139,,,1,PA,19460,194,7,7,15,114,129,1,0,0,1,0,0,0,0
334010,,,1,MA,2341,23,25,19,25,199,224,2,0,1,1,0,0,0,0
157026,,,0,NY,11362,113,47,31,70,160,230,6,2,0,0,2,1,1,0
274166,,,1,PA,15143,151,35,9,60,98,158,5,1,1,1,0,1,0,1
210750,,,0,PA,19054,190,23,21,27,166,193,2,0,1,0,0,1,0,0
422310,,,1,PA,17601,176,13,13,15,220,235,1,1,0,0,0,0,0,0
251061,,,1,MD,21231,212,41,5,88,194,282,8,2,2,2,0,0,1,1
259359,,,1,NY,11590,115,43,27,49,151,200,4,1,0,0,0,1,0,2
562314,,,1,PA,15017,150,11,11,15,125,140,1,0,0,1,0,0,0,0
549130,,,1,NY,11209,112,13,3,39,142,181,3,0,1,1,0,0,0,1
280972,,,1,PA,15226,152,1,1,15,206,221,1,0,0,1,0,0,0,0
100939,,,0,NJ,7012,70,19,15,29,32,61,2,0,0,0,0,0,1,1
90348,,,1,NY,11050,110,17,15,25,290,315,2,1,0,1,0,0,0,0
138427,,,0,NJ,7039,70,1,1,15,292,307,1,0,0,0,0,0,0,1
313540,,,1,NJ,7621,76,19,5,38,116,154,3,0,0,2,0,0,1,0
548597,,,1,PA,16351,163,41,33,28,268,296,2,0,1,0,0,0,1,0
513929,,,1,NY,10301,103,1,1,15,213,228,1,0,0,0,0,0,0,1
231027,,,0,PA,19606,196,41,7,136,310,446,12,2,1,3,2,0,2,2
306594,,,1,MA,1907,19,15,15,15,281,296,1,0,1,0,0,0,0,0
155275,,,1,MA,2767,27,13,13,15,124,139,1,0,0,0,0,0,0,1
223744,,,1,NJ,7701,77,49,9,115,205,320,10,1,1,3,1,1,2,1
174554,,,1,NY,14034,140,9,7,23,21,44,2,2,0,0,0,0,0,0
68000,,,1,NY,10549,105,27,5,70,196,266,6,0,1,3,0,1,0,1
407846,,,1,NJ,7090,70,9,9,15,74,89,1,0,1,0,0,0,0,0
168013,,,1,NY,14563,145,59,13,92,116,208,8,1,2,2,0,1,0,2
532685,,,0,NY,11224,112,19,13,28,31,59,2,0,0,0,1,0,1,0
115739,,,1,MA,2154,21,39,13,140,302,442,12,3,2,2,0,0,1,4
289130,,,0,ME,4240,42,55,29,56,205,261,5,1,0,1,1,2,0,0
437269,,,0,PA,19136,191,9,1,28,84,112,2,0,0,1,0,0,1,0
437820,,,1,NY,10040,100,15,11,26,5,31,2,1,0,0,1,0,0,0
331973,,,0,NY,11372,113,35,13,115,329,444,10,1,1,2,2,0,1,3
221394,,,0,MD,21032,210,13,9,29,264,293,2,0,0,1,0,0,0,1
100945,,,0,NY,14485,144,35,31,28,17,45,2,1,0,0,0,0,1,0
130043,,,0,NY,11961,119,9,9,15,125,140,1,0,0,0,0,0,1,0
151374,,,1,NJ,7067,70,31,25,27,73,100,2,0,1,0,0,1,0,0
277596,,,0,PA,15108,151,45,15,105,276,381,9,1,1,2,1,1,2,1
275372,,,0,PA,17584,175,73,19,105,90,195,10,3,2,2,2,0,0,1
319680,,,0,NY,11355,113,7,5,26,22,48,2,1,0,0,1,0,0,0
206406,,,1,NY,10314,103,17,17,15,5,20,1,0,0,1,0,0,0,0
228997,,,0,MD,20878,208,13,9,25,293,318,2,1,0,1,0,0,0,0
210268,,,0,CT,6877,68,13,5,24,37,61,2,0,2,0,0,0,0,0
341319,,,0,NJ,7632,76,43,7,132,291,423,12,3,0,5,1,0,0,3
441727,,,1,PA,19073,190,5,1,25,302,327,2,1,0,1,0,0,0,0
293806,,,1,NY,11746,117,9,3,25,136,161,2,0,0,2,0,0,0,0
124680,,,1,CT,6751,67,15,13,27,220,247,2,0,0,1,0,1,0,0
201469,,,1,MD,21090,210,13,11,25,136,161,2,0,0,2,0,0,0,0
76539,,,0,NY,11023,110,29,15,62,308,370,5,0,1,0,1,0,2,1
443730,,,1,NY,10543,105,9,9,15,268,283,1,0,1,0,0,0,0,0
349696,,,1,DC,20003,200,7,7,15,89,104,1,0,1,0,0,0,0,0
120328,,,0,NY,10024,100,45,9,103,300,403,9,1,1,3,1,0,2,1
250752,,,1,NY,10475,104,7,1,25,204,229,2,1,0,1,0,0,0,0
221388,,,1,NJ,7042,70,21,13,25,31,56,2,1,0,1,0,0,0,0
216151,,,1,NY,11414,114,21,21,15,101,116,1,1,0,0,0,0,0,0
308734,,,1,NY,10025,100,27,23,29,53,82,2,0,0,0,1,0,0,1
173550,,,1,RI,2860,28,3,3,15,217,232,1,0,0,0,0,0,1,0
181429,,,1,NY,10552,105,57,9,124,219,343,11,4,2,2,0,1,0,2
169444,,,1,NY,11234,112,23,15,25,176,201,2,0,0,2,0,0,0,0
378550,,,0,PA,19128,191,51,9,121,76,197,10,4,0,0,2,1,1,2
184603,,,0,NY,11218,112,9,9,15,85,100,1,0,0,0,1,0,0,0
372331,,,1,NY,11754,117,9,9,15,142,157,1,0,0,1,0,0,0,0
411889,,,1,NY,10162,101,41,3,77,249,326,7,1,1,1,3,0,1,0
433531,,,1,NY,12550,125,35,9,106,159,265,9,3,0,1,1,0,2,2
181989,,,1,PA,19335,193,7,7,15,73,88,1,0,0,1,0,0,0,0
384020,,,0,MD,20854,208,65,25,117,100,217,10,1,1,3,0,2,1,2
193948,,,1,NY,11577,115,31,5,87,136,223,8,2,0,4,0,0,2,0
161611,,,1,NJ,7083,70,9,9,15,266,281,1,1,0,0,0,0,0,0
293819,,,0,MA,1773,17,31,15,59,69,128,5,0,1,2,1,0,0,1
150046,,,0,PA,15601,156,15,1,71,85,156,6,2,0,2,0,0,0,2
174606,,,1,NY,14625,146,9,9,15,215,230,1,0,0,0,0,0,1,0
339352,,,0,NY,10471,104,7,1,27,274,301,2,0,0,1,0,1,0,0
341536,,,1,NJ,8876,88,21,15,24,122,146,2,0,2,0,0,0,0,0
349186,,,0,NJ,8901,89,13,13,15,210,225,1,0,0,0,0,0,1,0
265940,,,0,MA,1060,10,29,15,33,89,122,3,1,1,1,0,0,0,0
211402,,,1,NY,11566,115,15,15,15,21,36,1,1,0,0,0,0,0,0
272373,,,1,NY,11767,117,13,13,15,180,195,1,0,0,1,0,0,0,0
320212,,,1,NY,10469,104,13,13,15,167,182,1,0,0,0,0,1,0,0
367469,,,0,NY,11590,115,29,29,15,58,73,1,1,0,0,0,0,0,0
233596,,,1,PA,15220,152,15,15,15,210,225,1,0,0,0,1,0,0,0
156486,,,1,NJ,8853,88,61,27,91,280,371,8,2,0,2,2,1,0,1
119386,,,0,NY,10025,100,15,15,15,157,172,1,0,0,0,0,0,1,0
85426,,,0,MD,20905,209,77,29,103,324,427,9,3,0,3,0,2,1,0
74130,,,0,MA,1945,19,45,1,120,288,408,11,2,2,3,3,0,0,1
135277,,,1,MA,2575,25,29,27,25,203,228,2,0,1,1,0,0,0,0
260590,,,1,PA,19462,194,31,11,45,286,331,4,0,1,3,0,0,0,0
111853,,,1,CT,6880,68,3,3,15,187,202,1,0,1,0,0,0,0,0
279066,,,1,PA,18326,183,7,7,15,33,48,1,0,0,0,0,0,1,0
105709,,,1,PA,15202,152,15,15,15,84,99,1,0,0,0,0,0,0,1
194942,,,0,PA,18972,189,1,1,15,9,24,1,0,0,0,0,0,1,0
167925,,,0,MA,2131,21,7,1,29,113,142,2,0,0,1,0,0,0,1
272955,,,1,NY,10022,100,5,3,29,35,64,2,0,0,0,1,0,0,1
267054,,,1,NJ,7054,70,11,9,25,212,237,2,0,0,2,0,0,0,0
358967,,,0,NJ,8648,86,79,13,140,59,199,12,1,2,4,3,0,1,1
461168,,,0,NY,11746,117,39,5,119,306,425,10,3,0,1,3,0,1,2
121094,,,0,NY,13206,132,31,9,66,196,262,6,1,1,2,1,0,1,0
160210,,,0,PA,18938,189,61,35,68,293,361,6,2,1,0,2,0,0,1
373094,,,1,PA,18018,180,37,11,98,170,268,9,6,0,1,0,0,2,0
222491,,,1,NY,14141,141,17,13,26,110,136,2,0,0,0,2,0,0,0
108359,,,1,NY,10510,105,21,13,25,243,268,2,0,0,2,0,0,0,0
396837,,,0,PA,19355,193,35,13,66,259,325,6,2,2,0,1,0,0,1
262565,,,1,VT,5454,54,29,13,55,318,373,5,1,0,3,0,1,0,0
69234,,,1,MA,1527,15,5,5,15,148,163,1,0,0,1,0,0,0,0
297521,,,1,NY,10977,109,3,3,15,64,79,1,0,0,0,0,0,0,1
215876,,,0,PA,18017,180,11,5,27,82,109,2,1,0,0,0,1,0,0
563981,,,1,NY,10590,105,5,5,15,76,91,1,0,0,0,1,0,0,0
183998,,,0,PA,15210,152,33,9,44,138,182,4,1,0,1,2,0,0,0
247507,,,1,NJ,8863,88,39,29,60,112,172,5,2,0,1,0,0,1,1
313401,,,0,NY,11423,114,21,21,15,144,159,1,0,0,0,0,0,1,0
221521,,,0,NY,11570,115,15,15,15,3,18,1,0,0,0,0,1,0,0
57629,,,1,NY,12183,121,35,15,80,273,353,7,3,0,1,0,1,1,1
266222,,,0,NY,11358,113,43,13,103,54,157,9,3,1,1,0,1,3,0
428852,,,0,NJ,7446,74,33,33,15,134,149,1,0,0,0,0,0,1,0
331172,,,0,MD,21071,210,19,5,50,258,308,4,1,0,1,1,0,0,1
373098,,,1,NJ,8831,88,25,13,59,202,261,5,2,1,0,0,0,1,1
308309,,,1,NY,12078,120,51,11,111,223,334,10,2,1,3,1,1,0,2
114262,,,0,NY,10968,109,27,25,26,82,108,2,0,0,1,1,0,0,0
104137,,,1,PA,15552,155,3,3,15,76,91,1,1,0,0,0,0,0,0
236044,,,1,MA,2144,21,17,13,29,77,106,2,0,1,0,0,0,0,1
112532,,,1,NJ,8054,80,15,13,29,11,40,2,0,0,0,0,0,1,1
85060,,,1,DC,20002,200,19,19,15,61,76,1,0,0,0,1,0,0,0
314063,,,0,PA,18104,181,11,5,39,271,310,3,0,0,1,0,0,0,2
328255,,,1,NY,14850,148,5,5,15,290,305,1,1,0,0,0,0,0,0
179716,,,0,NY,11413,114,19,9,33,219,252,3,2,0,1,0,0,0,0
198698,,,0,CT,6443,64,29,1,58,228,286,5,0,1,3,0,0,0,1
264713,,,0,CT,6460,64,5,5,15,269,284,1,0,0,0,0,0,1,0
207538,,,1,PA,19032,190,11,7,25,233,258,2,1,0,1,0,0,0,0
179620,,,0,PA,19149,191,25,15,51,52,103,4,0,0,1,0,1,1,1
230468,,,1,PA,18974,189,17,13,25,50,75,2,1,0,1,0,0,0,0
154360,,,0,PA,19335,193,83,23,126,117,243,11,1,0,4,2,1,3,0
231056,,,1,NY,11754,117,25,5,51,167,218,4,0,0,1,0,1,0,2
181351,,,1,NJ,7090,70,5,5,15,223,238,1,0,0,0,1,0,0,0
354722,,,0,MD,20815,208,27,27,15,260,275,1,0,0,0,0,1,0,0
73525,,,1,NY,11203,112,37,13,51,174,225,5,2,2,1,0,0,0,0
215376,,,1,NJ,7652,76,5,1,29,129,158,2,1,0,0,0,0,0,1
548711,,,0,NY,14860,148,21,3,44,304,348,4,2,0,1,1,0,0,0
242948,,,0,NY,10704,107,1,1,15,229,244,1,0,0,0,0,0,0,1
181081,,,0,NY,11803,118,51,23,124,71,195,11,1,1,2,3,3,0,1
169105,,,1,NJ,7452,74,41,13,89,265,354,8,0,2,3,1,1,1,0
340188,,,0,NY,11790,117,35,11,124,97,221,11,2,1,1,2,2,0,3
189319,,,1,MA,2193,21,9,9,15,105,120,1,0,0,0,1,0,0,0
261014,,,0,MA,2327,23,3,3,15,128,143,1,0,0,0,1,0,0,0
439938,,,1,NY,10703,107,43,7,90,84,174,8,2,2,1,0,1,1,1
180375,,,0,MA,1923,19,69,9,132,307,439,12,2,2,3,3,1,0,1
225441,,,0,NJ,7078,70,37,5,108,160,268,10,4,1,1,0,2,2,0
141630,,,1,NJ,8757,87,15,15,15,67,82,1,0,0,1,0,0,0,0
344098,,,1,NJ,7004,70,15,15,15,115,130,1,0,0,1,0,0,0,0
112722,,,1,MA,2146,21,63,33,115,264,379,10,1,1,2,1,3,0,2
147728,,,1,NY,11691,116,13,13,15,5,20,1,0,0,0,0,0,0,1
252274,,,0,PA,19015,190,39,15,114,249,363,10,2,0,2,3,0,1,2
407742,,,1,NY,11791,117,5,5,15,74,89,1,0,1,0,0,0,0,0
282592,,,1,PA,16508,165,15,15,15,279,294,1,0,1,0,0,0,0,0
502757,,,1,MA,1887,18,1,1,15,123,138,1,0,0,1,0,0,0,0
297166,,,1,NY,14622,146,15,9,25,160,185,2,0,0,2,0,0,0,0
429611,,,1,NJ,7712,77,81,17,135,253,388,12,2,2,5,0,0,1,2
484209,,,1,NY,13440,134,13,13,15,158,173,1,0,0,0,0,0,1,0
481713,,,0,NJ,7083,70,33,15,35,38,73,3,1,0,0,0,2,0,0
218032,,,1,ME,4416,44,5,5,15,223,238,1,0,0,0,0,0,1,0
397171,,,1,NY,12010,120,33,27,25,283,308,2,1,0,1,0,0,0,0
224884,,,1,NJ,7046,70,27,3,94,56,150,8,1,2,1,0,1,2,1
218768,,,1,NH,3304,33,41,7,68,221,289,6,1,2,1,0,1,0,1
139337,,,1,NY,10025,100,19,5,50,50,100,4,2,0,0,0,0,1,1
287960,,,1,NJ,7405,74,41,15,94,246,340,8,2,0,0,2,0,1,3
124978,,,1,MA,1701,17,9,9,15,276,291,1,0,0,1,0,0,0,0
319777,,,1,MA,2146,21,15,9,25,304,329,2,1,0,1,0,0,0,0
323133,,,0,PA,19151,191,9,9,15,101,116,1,0,0,0,0,1,0,0
545406,,,1,MA,1960,19,71,15,116,128,244,10,2,0,3,1,0,2,2
369296,,,1,NJ,8817,88,11,11,15,6,21,1,0,0,0,0,0,0,1
315258,,,1,NJ,8876,88,23,21,29,19,48,2,1,0,0,0,0,0,1
121467,,,1,NY,11426,114,1,1,15,219,234,1,0,0,0,1,0,0,0
341739,,,0,NY,10710,107,15,15,15,252,267,1,0,0,0,1,0,0,0
198614,,,1,NY,11772,117,5,5,15,61,76,1,0,0,1,0,0,0,0
323432,,,0,PA,15122,151,19,11,26,162,188,2,1,0,0,1,0,0,0
345625,,,0,PA,17022,170,9,3,25,65,90,2,0,1,1,0,0,0,0
67806,,,1,PA,15601,156,69,15,121,321,442,11,3,0,3,1,3,1,0
353645,,,1,NJ,8060,80,5,5,15,1,16,1,1,0,0,0,0,0,0
307038,,,1,NY,10603,106,3,3,15,11,26,1,0,0,1,0,0,0,0
96032,,,1,NJ,8520,85,25,11,47,25,72,4,1,1,1,0,0,0,1
583127,,,1,MA,2151,21,17,17,15,290,305,1,0,0,1,0,0,0,0
188375,,,1,PA,19004,190,43,15,98,296,394,9,2,1,1,1,3,1,0
148443,,,1,NY,11732,117,61,7,145,321,466,12,2,1,4,0,0,1,4
372191,,,0,DE,19802,198,13,9,26,263,289,2,0,0,1,1,0,0,0
493487,,,1,PA,18428,184,11,9,29,287,316,2,0,0,0,0,0,0,2
445103,,,1,MA,1002,10,33,13,46,151,197,4,1,1,1,0,1,0,0
232773,,,1,NY,10467,104,11,3,42,89,131,3,0,0,0,1,0,1,1
318615,,,1,NY,11412,114,15,15,15,263,278,1,0,0,0,0,1,0,0
337517,,,1,NJ,8088,80,31,27,29,71,100,2,0,0,1,0,0,0,1
461565,,,0,MA,1810,18,45,11,62,130,192,6,2,2,1,1,0,0,0
283553,,,1,NY,11435,114,13,13,15,53,68,1,0,0,0,1,0,0,0
107498,,,0,NY,10708,107,41,15,121,323,444,10,3,0,0,1,2,1,3
382120,,,0,NJ,7843,78,17,7,56,215,271,5,1,1,1,0,0,0,2
365713,,,1,MA,2178,21,39,11,85,146,231,7,2,0,1,1,0,1,2
323966,,,1,PA,18347,183,55,13,112,283,395,9,0,1,4,1,0,0,3
209557,,,1,MD,20740,207,9,9,15,69,84,1,0,0,0,0,1,0,0
135986,,,1,NY,11020,110,11,11,15,202,217,1,1,0,0,0,0,0,0
350219,,,0,NY,10456,104,7,3,27,31,58,2,1,0,0,0,1,0,0
88726,,,1,PA,19464,194,11,3,49,12,61,4,2,0,0,0,1,0,1
376703,,,0,MD,21133,211,25,25,15,53,68,1,0,0,0,0,0,1,0
390054,,,0,PA,19006,190,43,31,49,241,290,4,0,0,2,0,1,0,1
295856,,,1,NJ,7439,74,15,15,15,151,166,1,0,0,1,0,0,0,0
120909,,,0,MD,21217,212,49,19,66,268,334,6,3,0,0,1,2,0,0
191616,,,1,NY,11706,117,17,11,27,18,45,2,1,0,0,0,1,0,0
87902,,,1,NY,10710,107,17,9,23,173,196,2,2,0,0,0,0,0,0
109244,,,1,NJ,7205,72,17,17,15,226,241,1,1,0,0,0,0,0,0
346396,,,1,MA,2193,21,19,13,25,27,52,2,1,0,1,0,0,0,0
319442,,,0,NY,11357,113,37,13,52,306,358,4,0,0,1,1,1,0,1
266945,,,0,NY,12523,125,33,7,141,68,209,12,4,0,0,2,1,2,3
342896,,,0,NY,14221,142,15,9,24,18,42,2,1,1,0,0,0,0,0
301141,,,1,NY,13325,133,3,1,27,215,242,2,0,0,0,1,1,0,0
170545,,,1,MD,20904,209,29,19,58,313,371,5,2,1,0,0,1,0,1
364988,,,1,NY,11375,113,11,11,15,258,273,1,0,0,1,0,0,0,0
524802,,,0,NY,14612,146,9,1,29,285,314,2,0,0,1,0,0,0,1
455063,,,1,NY,14221,142,3,3,15,10,25,1,0,0,0,0,0,0,1
348942,,,0,MA,2143,21,15,15,15,36,51,1,0,0,1,0,0,0,0
160300,,,1,NY,11756,117,7,7,15,214,229,1,0,0,1,0,0,0,0
271795,,,1,MD,21210,212,11,11,15,166,181,1,0,0,0,0,0,0,1
175826,,,1,NJ,8753,87,33,27,28,247,275,2,0,1,0,0,0,1,0
253013,,,0,NY,11754,117,69,9,141,124,265,12,2,0,4,2,1,1,2
107355,,,0,NJ,7026,70,63,13,121,249,370,11,3,1,3,0,2,1,1
473061,,,1,NJ,7605,76,15,15,15,185,200,1,0,0,0,1,0,0,0
225963,,,1,MD,20740,207,7,7,15,27,42,1,0,0,1,0,0,0,0
273884,,,1,NJ,8879,88,33,7,66,25,91,6,3,0,3,0,0,0,0
66495,,,1,MD,21108,211,9,9,15,296,311,1,0,0,0,1,0,0,0
190998,,,0,PA,19083,190,47,1,94,158,252,9,3,2,1,2,0,1,0
194550,,,1,MA,2540,25,25,25,15,169,184,1,1,0,0,0,0,0,0
224985,,,1,PA,19026,190,17,11,29,41,70,2,0,0,0,1,0,0,1
294573,,,1,PA,19046,190,7,5,29,96,125,2,1,0,0,0,0,0,1
448487,,,0,NY,12211,122,45,21,94,183,277,8,2,0,1,2,1,1,1
118334,,,1,NJ,7726,77,19,19,15,28,43,1,0,0,0,0,1,0,0
379475,,,0,NJ,7095,70,11,9,29,98,127,2,0,0,1,0,0,0,1
295899,,,1,MA,1757,17,9,5,25,132,157,2,1,0,1,0,0,0,0
263907,,,0,DC,20016,200,19,19,15,100,115,1,1,0,0,0,0,0,0
309619,,,1,NY,10605,106,15,9,29,138,167,2,1,0,0,0,0,0,1
291964,,,1,NJ,7901,79,19,11,29,13,42,2,1,0,0,0,0,0,1
380446,,,0,CT,6108,61,49,17,63,173,236,6,1,1,3,1,0,0,0
450642,,,1,MA,1970,19,57,5,132,120,252,12,2,3,4,0,1,2,0
192259,,,1,NY,11235,112,11,11,15,162,177,1,1,0,0,0,0,0,0
